,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
551,438,60000,30,RL,60.0,8400,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,290.0,Unf,290.0,0.0,290.0,GasA,TA,N,FuseF,438,0,0,0,0,1,0,1,1,Fa,3,Typ,0,0,Detchd,1930,Unf,1,246.0,TA,TA,N,0,0,0,0,0,0,No,No,No,0,1,2009,WD ,Normal
552,996,147000,85,RL,73.0,9069,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,936.0,Unf,936.0,189.0,936.0,GasA,Ex,Y,SBrkr,996,0,0,1,0,1,0,2,1,Gd,5,Typ,0,0,Attchd,1992,Unf,2,564.0,TA,TA,Y,120,0,0,0,0,0,No,No,No,0,4,2010,WD ,Normal
553,1902,123500,70,RM,51.0,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,5,1923,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,1100.0,Unf,1100.0,897.0,1100.0,GasA,TA,Y,SBrkr,1226,676,0,0,0,2,0,4,1,TA,7,Typ,0,0,Detchd,1960,Unf,2,576.0,TA,TA,Y,0,139,55,0,0,0,No,No,No,0,10,2008,WD ,Normal
554,2031,237000,60,RL,75.0,9473,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1128.0,Unf,1128.0,324.0,1128.0,GasA,Ex,Y,SBrkr,1128,903,0,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002,RFn,2,577.0,TA,TA,Y,0,211,0,0,0,0,No,No,No,0,3,2008,WD ,Normal
555,845,84000,20,RL,,11500,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,Slab,0,0,No,0,0.0,0,0.0,0.0,0.0,GasA,Ex,N,SBrkr,845,0,0,0,0,1,0,3,1,TA,5,Typ,0,0,Detchd,1957,Unf,1,290.0,TA,TA,N,186,0,0,0,0,0,No,No,No,0,1,2009,WD ,Normal
556,1448,238500,20,FV,75.0,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,238.0,Gd,TA,PConc,Gd,TA,No,GLQ,1372.0,Unf,1372.0,1348.0,1372.0,GasA,Ex,Y,SBrkr,1448,0,0,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006,RFn,2,692.0,TA,TA,Y,0,140,0,0,0,0,No,No,No,0,6,2009,WD ,Normal
557,1436,141500,70,RL,53.0,6720,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1921,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,585.0,Unf,585.0,585.0,585.0,GasA,TA,N,SBrkr,851,585,0,0,0,1,0,3,1,TA,7,Typ,1,Gd,Detchd,1992,Unf,1,228.0,TA,TA,Y,184,0,0,0,0,0,No,No,No,0,4,2007,CWD,Normal
558,1445,138500,50,RL,82.0,14235,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1.5Fin,6,8,1900,1993,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,PConc,Fa,Gd,No,Unf,676.0,Unf,676.0,676.0,676.0,GasA,TA,Y,SBrkr,831,614,0,0,0,2,0,3,1,TA,6,Typ,0,0,Detchd,1957,Unf,2,484.0,TA,TA,N,0,59,0,0,0,0,No,No,No,0,3,2010,WD ,Normal
559,1416,139900,50,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,780.0,Unf,780.0,480.0,780.0,GasA,TA,Y,SBrkr,780,636,0,0,0,1,1,3,1,TA,6,Typ,0,0,Detchd,1948,Unf,1,312.0,TA,TA,P,221,0,48,0,0,0,No,No,No,0,3,2010,WD ,Normal
560,1516,167000,20,RL,100.0,10004,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,1516.0,BLQ,1516.0,975.0,1516.0,GasA,TA,Y,SBrkr,1516,0,0,0,0,1,1,3,1,TA,6,Typ,0,0,Attchd,1964,RFn,2,472.0,TA,TA,Y,0,0,0,0,152,0,No,No,No,0,2,2009,WD ,Normal
561,1299,183500,85,RL,,12150,Pave,None,IR1,Bnk,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1979,1979,Gable,CompShg,HdBoard,Wd Shng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1001.0,Unf,1001.0,0.0,1001.0,GasA,TA,Y,SBrkr,1299,0,0,1,0,2,0,2,1,Gd,5,Typ,1,Po,BuiltIn,1979,RFn,2,486.0,TA,TA,Y,84,0,222,0,0,0,No,MnPrv,No,0,1,2007,WD ,Normal
562,2198,250000,60,RL,84.0,14260,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1145.0,Unf,1145.0,490.0,1145.0,GasA,Ex,Y,SBrkr,1145,1053,0,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,2000,RFn,3,836.0,TA,TA,Y,192,84,0,0,0,0,No,No,No,0,12,2008,WD ,Normal
563,1357,177000,80,RL,124.0,11512,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,1019.0,Unf,1019.0,300.0,1019.0,GasA,Gd,Y,SBrkr,1357,0,0,1,0,1,0,2,1,Ex,5,Typ,1,Gd,Basment,1959,RFn,1,312.0,TA,TA,Y,0,0,0,0,163,0,No,GdPrv,No,0,5,2008,WD ,Normal
564,864,127000,20,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,864.0,Unf,864.0,193.0,864.0,GasA,Gd,Y,SBrkr,864,0,0,1,0,1,0,3,1,Ex,5,Typ,0,0,Detchd,1977,Fin,2,576.0,Gd,Ex,Y,155,0,0,0,0,0,No,No,No,0,9,2007,WD ,Normal
565,1020,165000,80,RL,65.0,14149,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1964,2001,Hip,CompShg,HdBoard,HdBoard,BrkFace,50.0,Gd,Gd,CBlock,TA,TA,Gd,LwQ,980.0,BLQ,980.0,190.0,980.0,GasA,TA,Y,SBrkr,1020,0,0,0,1,2,0,3,1,TA,5,Typ,1,Po,Detchd,1970,Unf,2,528.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,5,2007,WD ,Normal
566,2263,287000,60,RL,,9240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,396.0,Gd,TA,PConc,Gd,TA,No,Unf,1055.0,Unf,1055.0,1055.0,1055.0,GasA,Ex,Y,SBrkr,1055,1208,0,0,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2001,Fin,2,905.0,TA,TA,Y,0,45,0,0,189,0,No,No,No,0,9,2008,WD ,Normal
567,2365,337000,60,RL,82.0,9430,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1252.0,Unf,1252.0,89.0,1252.0,GasA,Ex,Y,SBrkr,1268,1097,0,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999,RFn,3,856.0,TA,TA,Y,0,128,0,0,180,0,No,No,No,0,7,2009,WD ,Normal
568,1685,253000,20,FV,100.0,11824,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,Gd,TA,PConc,Gd,TA,Av,Unf,1685.0,Unf,1685.0,1685.0,1685.0,GasA,Ex,Y,SBrkr,1685,0,0,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006,Fin,3,658.0,TA,TA,Y,112,63,0,0,0,0,No,No,No,0,4,2007,WD ,Normal
569,1040,136000,20,RL,68.0,7942,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,1040.0,ALQ,1040.0,0.0,1040.0,GasA,TA,Y,FuseF,1040,0,0,0,1,1,0,3,1,TA,6,Typ,0,0,Attchd,1953,Fin,1,293.0,TA,TA,Y,0,0,0,0,0,0,No,MnPrv,No,0,6,2007,WD ,Normal
570,1302,200000,120,RL,34.0,3903,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1302.0,Unf,1302.0,272.0,1302.0,GasA,Ex,Y,SBrkr,1302,0,0,1,0,1,1,1,1,Gd,5,Typ,1,Gd,Attchd,2005,RFn,2,631.0,TA,TA,Y,110,50,0,0,0,0,No,No,No,0,5,2007,WD ,Normal
571,2634,200000,90,RL,91.0,11643,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,Duplex,2Story,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,368.0,TA,TA,CBlock,TA,TA,No,LwQ,1248.0,Unf,1248.0,748.0,1248.0,GasA,TA,Y,SBrkr,1338,1296,0,1,1,2,2,6,2,TA,12,Typ,0,0,Detchd,1969,Unf,4,968.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,8,2009,WD ,Normal
572,1176,134900,50,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,9,1937,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,698.0,Unf,698.0,698.0,698.0,GasA,TA,Y,SBrkr,786,390,0,0,0,1,0,2,1,TA,4,Typ,0,0,Detchd,1999,Unf,2,624.0,TA,TA,N,210,0,0,0,0,0,No,No,No,0,7,2009,WD ,Normal
573,572,75000,30,C (all),60.0,10200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,572.0,Unf,572.0,572.0,572.0,GasA,Fa,N,FuseP,572,0,0,0,0,1,0,2,1,TA,4,Typ,0,0,Detchd,1940,Unf,1,200.0,TA,TA,N,0,0,72,0,0,0,No,No,No,0,5,2009,WD ,Normal
574,1873,207000,60,RL,,8883,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,Gd,TA,PConc,Gd,TA,No,GLQ,929.0,LwQ,929.0,0.0,929.0,GasA,Ex,Y,SBrkr,946,927,0,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1988,RFn,2,619.0,TA,TA,Y,108,48,0,0,144,0,No,GdPrv,No,0,5,2007,WD ,Normal
575,1466,149900,20,RL,134.0,17755,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,BLQ,1466.0,Unf,1466.0,1290.0,1466.0,GasA,TA,Y,SBrkr,1466,0,0,0,0,1,1,3,1,Fa,6,Typ,2,Gd,Attchd,1959,Fin,2,528.0,TA,TA,Y,0,140,0,0,100,0,No,No,No,0,11,2006,WD ,Normal
576,1040,87500,90,RL,,8544,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,TA,TA,Slab,0,0,No,0,0.0,0,0.0,0.0,0.0,Wall,Fa,N,FuseA,1040,0,0,0,0,2,0,2,2,TA,6,Typ,0,0,Detchd,1949,Unf,2,400.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,5,2006,WD ,Normal
577,1755,188000,50,RL,110.0,7810,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,CompShg,AsbShng,CmentBd,None,0.0,TA,Gd,BrkTil,TA,Gd,No,GLQ,930.0,Unf,930.0,741.0,930.0,GasA,Ex,Y,SBrkr,1230,525,0,0,0,2,0,4,1,Gd,7,Typ,1,TA,Detchd,1930,Unf,1,231.0,Fa,TA,Y,0,40,0,0,0,0,No,No,No,0,11,2007,WD ,Normal
578,1986,213000,60,RL,,8396,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,No,Unf,847.0,Unf,847.0,847.0,847.0,GasA,Ex,Y,SBrkr,847,1139,0,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2003,Fin,2,434.0,TA,TA,Y,120,48,0,0,0,0,No,No,No,0,5,2008,WD ,Normal
579,1336,108000,50,C (all),60.0,11040,Pave,None,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,637.0,Unf,637.0,0.0,637.0,GasA,Gd,Y,SBrkr,897,439,0,0,0,1,1,3,1,TA,7,Typ,0,0,CarPort,1994,Unf,1,570.0,TA,TA,Y,0,47,120,0,0,0,No,No,No,0,9,2006,COD,Normal
580,1114,153000,20,RL,60.0,12450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,1114.0,Unf,1114.0,278.0,1114.0,GasA,Ex,Y,SBrkr,1114,0,0,1,0,2,0,3,1,Gd,6,Typ,0,0,Detchd,2004,Unf,2,576.0,TA,TA,Y,0,42,0,0,0,0,No,No,No,0,6,2009,WD ,Normal
581,985,149900,80,RL,65.0,8385,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,8,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,Gd,TA,CBlock,Gd,Gd,Av,GLQ,985.0,Unf,985.0,390.0,985.0,GasA,TA,Y,SBrkr,985,0,0,0,0,2,0,3,1,TA,6,Typ,0,0,Attchd,1977,Unf,1,328.0,TA,TA,Y,210,0,0,0,0,0,No,No,No,0,11,2008,WD ,Normal
582,2500,355000,60,RL,101.0,13543,Pave,None,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,130.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1168.0,Unf,1168.0,1152.0,1168.0,GasA,Ex,Y,SBrkr,1168,1332,0,0,0,3,1,5,1,Ex,9,Typ,1,Gd,BuiltIn,1967.0,Fin,3,683.0,TA,TA,Y,192,32,0,0,0,0,No,No,No,0,7,2008,WD ,Normal
583,1022,85000,30,RM,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,4,1910,2006,Hip,CompShg,MetalSd,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,1022.0,Rec,1022.0,310.0,1022.0,GasW,TA,N,SBrkr,1022,0,0,1,0,1,0,2,1,TA,4,Maj2,0,0,Detchd,1956,Unf,1,280.0,TA,TA,Y,0,30,226,0,0,0,No,No,No,0,6,2009,WD ,Normal
584,1362,194700,120,RL,61.0,7577,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1362.0,Unf,1362.0,1342.0,1362.0,GasA,Ex,Y,SBrkr,1362,0,0,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005,RFn,2,460.0,TA,TA,Y,192,28,0,0,0,0,No,No,No,0,6,2007,WD ,Normal
585,1536,138400,50,RM,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,928.0,Unf,928.0,480.0,928.0,GasA,TA,Y,FuseF,928,608,0,0,0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,1930,Unf,2,480.0,TA,TA,Y,0,10,0,0,0,0,No,MnPrv,No,0,3,2010,WD ,Normal
586,1728,207500,60,FV,64.0,8791,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Rec,864.0,Unf,864.0,361.0,864.0,GasA,Ex,Y,SBrkr,864,864,0,0,0,2,1,3,1,Gd,7,Typ,0,0,Attchd,2003,RFn,2,673.0,TA,TA,Y,216,56,0,0,0,0,No,No,No,0,5,2008,WD ,Normal
587,2840,292500,60,RL,,12511,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1978,1978,Mansard,WdShake,Plywood,Plywood,BrkFace,168.0,Gd,TA,PConc,Gd,TA,No,ALQ,1420.0,Unf,1420.0,432.0,1420.0,GasA,Ex,Y,SBrkr,1420,1420,0,0,1,2,1,4,1,Gd,8,Min2,2,Gd,Attchd,1978,Fin,4,1314.0,TA,Gd,Y,0,16,0,0,208,0,No,MnPrv,No,0,12,2008,WD ,Normal
588,1155,148000,85,RL,88.0,11782,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,1109.0,Unf,1109.0,210.0,1109.0,GasA,TA,Y,SBrkr,1155,0,0,1,0,1,0,3,1,Gd,6,Min2,0,0,Detchd,1987,Unf,2,576.0,TA,TA,Y,192,0,0,0,0,0,No,MnPrv,Shed,400,6,2010,WD ,Normal
589,1707,184000,20,RL,80.0,11088,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1978,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,144.0,TA,TA,PConc,TA,TA,No,ALQ,1140.0,Unf,1140.0,308.0,1140.0,GasA,Gd,Y,SBrkr,1707,0,0,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1978,Fin,2,479.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,5,2009,WD ,Normal
590,1513,137500,70,RM,51.0,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,8,1920,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,939.0,Unf,939.0,939.0,939.0,GasA,Ex,Y,SBrkr,939,574,0,0,0,1,1,4,1,TA,8,Typ,0,0,Detchd,1933,Unf,1,180.0,Fa,Fa,N,24,0,150,0,0,0,No,No,No,0,5,2007,WD ,Normal
591,792,109500,30,RL,52.0,9022,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,768.0,Unf,768.0,768.0,768.0,GasA,Ex,Y,SBrkr,792,0,0,0,0,1,0,2,1,Gd,5,Typ,0,0,Detchd,1924,Unf,1,240.0,Fa,Fa,N,316,0,120,0,0,0,No,No,No,0,5,2009,WD ,Normal
592,1948,211000,60,RL,63.0,7875,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,Unf,847.0,Unf,847.0,847.0,847.0,GasA,Ex,Y,SBrkr,847,1101,0,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003,Fin,2,434.0,TA,TA,Y,0,48,0,0,0,0,No,No,No,0,7,2007,WD ,Normal
593,1527,152500,60,RL,78.0,11419,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,7,7,1948,1999,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,699.0,Unf,699.0,0.0,699.0,GasA,Ex,Y,FuseA,801,726,0,1,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1948,Unf,2,410.0,TA,TA,Y,0,0,134,0,0,0,No,GdWo,No,0,12,2009,WD ,Normal
594,1419,184100,80,RL,,7750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,408.0,Unf,408.0,55.0,408.0,GasA,Ex,Y,SBrkr,779,640,0,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2002,Fin,2,527.0,TA,TA,Y,120,0,0,0,0,0,No,No,No,0,3,2009,WD ,Normal
595,1497,157000,50,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,825.0,LwQ,825.0,462.0,825.0,GasA,Ex,Y,SBrkr,825,672,0,0,0,2,0,3,1,TA,5,Typ,0,0,Detchd,2004,Unf,1,672.0,TA,TA,Y,272,0,0,0,0,0,No,GdPrv,No,0,5,2008,WD ,Normal
596,1437,218000,20,RL,90.0,10768,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1437.0,Unf,1437.0,280.0,1437.0,GasA,TA,Y,SBrkr,1437,0,0,1,0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1976,RFn,2,528.0,TA,TA,Y,0,21,0,0,180,0,No,No,No,0,7,2007,WD ,Normal
597,1005,115000,20,RL,60.0,10434,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,1005.0,Unf,1005.0,1005.0,1005.0,GasA,TA,Y,SBrkr,1005,0,0,0,0,1,0,2,1,Fa,5,Typ,1,TA,Detchd,1977,Unf,2,672.0,Fa,Fa,Y,0,0,0,0,0,0,No,No,No,0,11,2009,WD ,Normal
598,1668,232000,20,RL,48.0,10635,Pave,None,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,Av,BLQ,1657.0,GLQ,1657.0,315.0,1657.0,GasA,Ex,Y,SBrkr,1668,0,0,1,0,2,0,3,1,Gd,8,Typ,1,TA,Attchd,2003,Fin,2,502.0,TA,TA,Y,0,262,0,0,0,0,No,No,No,0,5,2010,WD ,Normal
599,1368,120000,20,RL,70.0,11767,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,TA,Mn,Rec,1078.0,Unf,1078.0,0.0,1078.0,GasA,TA,Y,FuseA,1368,0,0,1,0,1,0,3,1,TA,6,Min1,0,0,Attchd,1950,RFn,1,195.0,TA,TA,Y,0,41,211,0,0,0,No,No,Shed,900,6,2009,WD ,Normal
600,1803,155000,20,RL,88.0,13125,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1957,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,67.0,TA,TA,CBlock,TA,TA,No,Rec,1134.0,BLQ,1134.0,284.0,1134.0,GasA,Ex,Y,SBrkr,1803,0,0,1,0,2,0,3,1,TA,8,Maj1,1,TA,Attchd,1957,RFn,2,484.0,TA,TA,Y,0,0,0,0,0,0,No,GdPrv,No,0,1,2006,WD ,Normal
