GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,Fence,MoSold,YrSold,SaleType,BsmtNumBath,TotalNumBath
848,133000,120,RM,37.0,4435,Pave,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,3,6,717.0,1,131.0,848.0,GasA,5,Y,5,848,0,1,1,4,4,8,0,0,Attchd,2003.0,3,2.0,420.0,3,3,3,140,0,0,4,2006,WD ,1.0,1.0
1100,145000,20,RL,95.0,13015,Pave,4,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,5,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,3,1,1,0.0,1,1100.0,1100.0,GasA,5,Y,5,1100,0,3,1,3,5,8,0,0,Attchd,1996.0,2,2.0,462.0,3,3,3,0,0,0,6,2006,WD ,0.0,1.5
1709,134000,160,RM,24.0,2522,Pave,4,Lvl,4,Inside,3,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,4,3,PConc,4,3,1,1,0.0,1,970.0,970.0,GasA,5,Y,5,970,739,3,1,4,7,4,0,0,Detchd,2004.0,1,2.0,380.0,3,3,3,0,40,0,5,2006,WD ,0.0,2.0
1914,279000,60,RL,80.0,13215,Pave,3,Lvl,4,Corner,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,112.0,4,3,PConc,4,3,1,6,994.0,1,426.0,1420.0,GasA,5,Y,5,1426,488,3,1,4,9,8,1,3,BuiltIn,2004.0,2,3.0,746.0,3,3,3,168,127,0,2,2006,WD ,1.0,2.5
936,129000,20,RL,74.0,5868,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,4,248.0,3,448.0,936.0,GasA,5,Y,5,936,0,2,1,3,4,8,0,0,Attchd,1956.0,3,1.0,308.0,3,3,3,0,0,0,5,2010,WD ,1.0,1.0
950,130000,20,RL,70.0,12774,Pave,4,Lvl,4,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,4,624.0,2,232.0,984.0,GasW,3,N,5,950,0,2,1,3,5,8,0,0,Detchd,1953.0,1,2.0,400.0,3,3,3,0,32,2,7,2008,WD ,0.0,1.0
1600,256300,20,RL,110.0,14230,Pave,4,Lvl,4,Corner,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,4,3,PConc,4,3,1,1,0.0,1,1566.0,1566.0,GasA,5,Y,5,1600,0,3,1,4,7,8,1,4,Attchd,2007.0,2,3.0,890.0,3,3,3,0,56,0,7,2009,WD ,0.0,2.0
1114,142000,20,RL,63.0,13072,Pave,4,Lvl,4,Inside,3,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,1114.0,1114.0,GasA,5,Y,5,1114,0,3,1,4,6,8,0,0,None,0.0,0,0.0,0.0,0,0,3,0,39,0,8,2009,WD ,0.0,1.5
2117,237500,20,RL,75.0,12925,Pave,3,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,3,3,2,4,865.0,1,340.0,1205.0,GasA,5,Y,5,2117,0,4,1,3,7,8,2,4,Attchd,1970.0,3,2.0,550.0,3,3,3,0,42,0,5,2008,WD ,0.0,2.5
1660,188700,70,RL,74.0,11988,Pave,3,HLS,4,Inside,2,Crawfor,Norm,Norm,1Fam,2Story,6,7,1934,1995,Hip,CompShg,Stucco,Stucco,None,0.0,3,3,CBlock,3,3,1,2,326.0,1,389.0,715.0,GasA,2,Y,4,849,811,3,1,3,6,8,1,4,Detchd,1939.0,1,1.0,240.0,3,3,3,0,0,0,8,2008,WD ,0.0,1.5
1569,175900,120,RL,51.0,3635,Pave,4,Lvl,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,4,3,PConc,4,3,1,5,988.0,1,398.0,1386.0,GasA,5,Y,5,1569,0,1,1,4,7,8,1,3,Attchd,2007.0,2,3.0,660.0,3,3,3,143,20,0,5,2009,WD ,0.5,2.0
1040,150500,20,RL,61.0,8800,Pave,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,2,2,532.0,3,364.0,1040.0,GasA,3,Y,5,1040,0,3,1,4,5,8,0,0,Detchd,1977.0,1,2.0,484.0,3,3,3,0,0,0,9,2009,WD ,0.0,2.0
2486,279900,60,RL,79.0,11800,Pave,3,Lvl,4,Inside,3,Timber,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,94.0,4,3,PConc,4,3,4,6,766.0,1,356.0,1122.0,GasA,5,Y,5,1146,1340,5,1,4,10,8,1,4,BuiltIn,2003.0,3,2.0,452.0,3,3,3,143,32,0,7,2007,WD ,1.0,3.5
1721,180000,20,RL,78.0,10335,Pave,3,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,3,570.0,1,891.0,1461.0,GasA,4,Y,5,1721,0,3,1,3,7,7,1,3,Attchd,1968.0,2,2.0,440.0,3,3,3,0,96,3,7,2006,WD ,0.0,2.5
1008,134500,20,RL,66.0,8923,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,643.0,1,365.0,1008.0,GasA,4,Y,5,1008,0,2,1,4,6,8,0,0,Attchd,1953.0,1,1.0,240.0,3,3,3,0,18,0,5,2007,WD ,1.0,1.0
1564,171000,60,RL,70.0,8400,Pave,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,3,3,CBlock,4,3,1,1,0.0,1,650.0,650.0,GasA,3,Y,5,888,676,3,1,3,7,8,1,3,Attchd,1980.0,1,2.0,476.0,3,3,3,0,50,3,4,2010,WD ,0.0,2.5
816,138000,20,RL,60.0,6600,Pave,4,Lvl,4,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,8,1982,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,PConc,3,4,1,6,816.0,1,0.0,816.0,GasA,5,Y,5,816,0,2,1,3,4,8,0,0,Detchd,1985.0,3,2.0,816.0,3,3,3,0,0,0,6,2008,WD ,1.0,1.0
1588,227000,20,RL,85.0,10000,Pave,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,410.0,4,3,PConc,4,4,3,1,0.0,1,1588.0,1588.0,GasA,5,Y,5,1588,0,3,1,4,7,8,1,4,Attchd,2006.0,2,3.0,825.0,3,3,3,144,45,0,12,2007,WD ,0.0,2.0
1055,148500,120,RL,24.0,2529,Pave,4,Lvl,4,Inside,3,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1977,1977,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4,3,1,5,378.0,1,677.0,1055.0,GasA,2,Y,5,1055,0,2,1,3,4,8,0,0,Attchd,1977.0,1,2.0,440.0,3,3,3,0,38,0,9,2008,WD ,0.0,2.0
630,84500,180,RM,21.0,1936,Pave,4,Lvl,4,Inside,3,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,3,4,131.0,6,0.0,630.0,GasA,4,Y,5,630,0,1,1,3,3,8,0,0,None,0.0,0,0.0,0.0,0,0,3,0,0,3,12,2007,WD ,1.0,1.0
1930,149000,70,RM,57.0,6876,Pave,4,Lvl,4,Inside,3,IDOTRR,Norm,Norm,1Fam,2Story,6,5,1927,1950,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,2,1,4,522.0,1,198.0,720.0,GasA,2,Y,5,1146,784,4,1,3,8,8,0,0,Attchd,1927.0,1,1.0,316.0,3,3,3,0,0,3,8,2009,WD ,1.0,2.0
1353,192350,20,RL,80.0,10400,Pave,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,253.0,3,3,CBlock,4,3,1,6,903.0,1,356.0,1259.0,GasA,5,Y,5,1353,0,2,1,3,5,8,1,3,Attchd,1979.0,2,2.0,478.0,3,3,3,240,141,0,8,2007,WD ,1.0,2.0
1329,172000,20,RL,81.0,14267,Pave,3,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,108.0,3,3,CBlock,3,3,1,5,923.0,1,406.0,1329.0,GasA,3,Y,5,1329,0,3,1,4,6,8,0,0,Attchd,1958.0,1,1.0,312.0,3,3,3,393,36,0,6,2010,WD ,0.0,1.5
1656,165400,60,RL,60.0,6931,Pave,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,4,3,PConc,4,3,1,1,0.0,1,746.0,746.0,GasA,5,Y,5,760,896,3,1,4,7,8,1,4,BuiltIn,2003.0,3,2.0,397.0,3,3,3,178,128,0,7,2008,WD ,0.0,2.5
1674,185000,50,RL,66.0,21780,Pave,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,6,7,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,2,1,0.0,1,1163.0,1163.0,GasA,5,Y,5,1163,511,4,1,3,8,8,1,4,Detchd,1955.0,3,2.0,396.0,3,3,1,72,36,0,7,2008,WD ,0.0,2.0
796,131900,85,RL,50.0,7689,Pave,3,Lvl,4,Inside,3,Mitchel,Norm,Norm,1Fam,SFoyer,5,8,1972,1972,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,3,6,720.0,4,0.0,796.0,GasA,4,Y,5,796,0,2,1,3,4,8,0,0,Detchd,1998.0,1,1.0,336.0,3,3,3,138,0,3,7,2009,WD ,0.5,1.0
1506,213490,120,RL,43.0,3013,Pave,4,Lvl,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,4,3,PConc,4,3,4,6,16.0,1,1346.0,1362.0,GasA,5,Y,5,1506,0,2,1,4,6,8,1,4,Attchd,2005.0,3,2.0,440.0,3,3,3,142,20,0,4,2006,WD ,0.0,2.0
2062,277000,60,RL,81.0,14364,Pave,3,Low,4,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,4,3,CBlock,4,3,4,6,1065.0,1,92.0,1157.0,GasA,5,Y,5,1180,882,3,1,3,7,8,1,4,Attchd,1988.0,3,2.0,454.0,3,3,3,60,55,0,4,2007,WD ,1.0,2.5
1658,257500,20,RL,78.0,10206,Pave,4,Lvl,4,Inside,3,Somerst,PosN,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,294.0,4,3,PConc,4,3,1,1,0.0,1,1614.0,1614.0,GasA,5,Y,5,1658,0,3,1,4,7,8,1,4,Attchd,2008.0,3,3.0,726.0,3,3,3,144,44,0,9,2009,WD ,0.0,2.5
864,62383,20,RL,60.0,8281,Pave,3,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,553.0,4,0.0,864.0,GasA,4,Y,5,864,0,3,1,3,5,8,1,1,Detchd,1965.0,1,1.0,360.0,3,3,3,0,0,2,12,2009,WD ,0.0,1.0
2097,274300,60,RL,75.0,9750,Pave,4,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,2Story,7,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,6,975.0,1,133.0,1108.0,GasA,5,Y,5,1108,989,3,1,4,8,8,1,3,Detchd,1998.0,2,2.0,583.0,3,3,3,253,170,0,6,2006,WD ,1.0,2.5
1159,158000,20,RL,76.0,11553,Pave,3,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,Plywood,Plywood,BrkFace,188.0,3,3,CBlock,3,3,1,4,673.0,1,378.0,1051.0,GasA,3,Y,5,1159,0,3,1,3,7,8,1,2,Attchd,1968.0,1,1.0,336.0,3,3,3,466,0,0,7,2006,WD ,0.0,1.5
882,106500,20,RL,65.0,8339,Pave,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,GasA,3,Y,5,882,0,3,1,3,5,8,0,0,Attchd,1959.0,2,1.0,294.0,3,3,3,0,0,3,7,2007,WD ,0.0,1.0
1530,250000,20,FV,112.0,12606,Pave,3,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,9,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,120.0,4,3,PConc,4,3,3,1,0.0,1,1530.0,1530.0,GasA,5,Y,5,1530,0,3,1,4,7,8,1,4,Attchd,2008.0,2,3.0,984.0,3,3,3,212,136,0,5,2009,WD ,0.0,2.0
2294,202500,80,RM,120.0,13200,Pave,4,Lvl,4,Corner,3,IDOTRR,Norm,Norm,1Fam,SLvl,6,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,234.0,3,3,CBlock,3,3,1,4,375.0,1,366.0,741.0,GasA,2,Y,5,1497,797,5,1,3,9,8,1,4,Attchd,1963.0,1,2.0,658.0,3,3,3,0,110,0,4,2007,WD ,0.0,3.0
1012,118400,30,RM,59.0,8263,Pave,4,Bnk,4,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,1012.0,1012.0,GasA,3,Y,4,1012,0,2,1,3,6,8,1,4,Detchd,1920.0,1,1.0,308.0,3,3,3,0,22,3,5,2007,WD ,0.0,1.0
1200,146000,20,RL,71.0,9230,Pave,4,Lvl,4,Corner,3,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,3,3,CBlock,3,3,2,6,661.0,1,203.0,864.0,GasA,4,Y,5,1200,0,1,1,4,6,8,0,0,Detchd,1977.0,1,2.0,884.0,3,3,3,0,64,3,10,2006,WD ,1.0,1.5
1052,127000,20,RL,80.0,10800,Pave,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,203.0,3,3,CBlock,3,3,1,4,617.0,3,171.0,1052.0,GasA,3,Y,5,1052,0,3,1,3,6,8,0,0,Attchd,1963.0,3,1.0,311.0,3,3,3,0,133,0,2,2007,COD,1.0,1.0
1928,219500,60,RL,65.0,8200,Pave,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,847.0,847.0,GasA,5,Y,5,847,1081,4,1,4,8,8,1,4,BuiltIn,2003.0,3,2.0,434.0,3,3,3,100,48,0,7,2007,WD ,0.0,2.5
936,78000,50,C (all),60.0,8520,Grvl,4,Bnk,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,3,5,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,2,2,1,1,0.0,1,216.0,216.0,GasA,2,N,5,576,360,2,1,3,6,8,0,0,None,0.0,0,0.0,0.0,0,0,1,0,0,0,4,2006,WD ,0.0,1.0
944,82000,20,RL,74.0,10206,Pave,4,Lvl,4,Corner,3,Edwards,Norm,Norm,1Fam,1Story,3,3,1952,1952,Flat,Tar&Grv,BrkComm,Brk Cmn,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,GasW,2,N,3,944,0,2,1,2,4,7,0,0,Detchd,1956.0,1,2.0,528.0,3,2,3,0,0,0,7,2009,WD ,0.0,1.0
2345,239000,70,RL,80.0,16560,Pave,3,Lvl,4,Inside,3,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,1,3,503.0,1,449.0,952.0,GasA,3,Y,5,1170,1175,4,1,3,9,8,1,4,Detchd,1932.0,1,2.0,360.0,3,3,3,0,0,0,7,2006,WD ,0.0,2.5
926,156450,85,RL,75.0,9750,Pave,4,Lvl,4,Inside,3,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,3,5,767.0,1,135.0,902.0,GasA,5,Y,5,926,0,2,1,3,5,8,1,3,Attchd,1977.0,1,1.0,351.0,3,3,3,319,0,3,4,2009,WD ,1.0,1.0
1142,134000,120,RM,44.0,4224,Pave,4,Lvl,4,Inside,3,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4,3,1,5,874.0,1,268.0,1142.0,GasA,3,Y,5,1142,0,3,1,3,6,8,1,1,Attchd,1976.0,3,2.0,528.0,3,3,3,536,90,3,8,2007,WD ,1.0,1.5
1894,214900,60,RL,80.0,11316,Pave,4,Lvl,4,Corner,3,Timber,Norm,Norm,1Fam,2Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,44.0,4,3,PConc,4,3,1,6,624.0,1,193.0,817.0,GasA,5,Y,5,824,1070,4,1,4,8,8,1,4,BuiltIn,2002.0,3,2.0,510.0,3,3,3,0,40,0,2,2010,WD ,1.0,2.5
729,52000,30,RL,56.0,4130,Pave,3,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,CBlock,3,3,1,1,0.0,1,270.0,270.0,GasA,4,Y,5,729,0,2,1,3,5,3,0,0,None,0.0,0,0.0,0.0,0,0,1,0,0,0,7,2008,WD ,0.0,1.0
438,60000,30,RL,60.0,8400,Pave,4,Bnk,4,Inside,3,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,2,1,3,290.0,1,0.0,290.0,GasA,3,N,3,438,0,1,1,2,3,8,0,0,Detchd,1930.0,1,1.0,246.0,3,3,1,0,0,0,1,2009,WD ,0.0,1.0
996,147000,85,RL,73.0,9069,Pave,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,3,6,747.0,1,189.0,936.0,GasA,5,Y,5,996,0,2,1,4,5,8,0,0,Attchd,1992.0,1,2.0,564.0,3,3,3,120,0,0,4,2010,WD ,1.0,1.0
1902,123500,70,RM,51.0,6120,Pave,4,Lvl,4,Inside,3,OldTown,Artery,Norm,1Fam,2Story,5,5,1923,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,2,203.0,1,897.0,1100.0,GasA,3,Y,5,1226,676,4,1,3,7,8,0,0,Detchd,1960.0,1,2.0,576.0,3,3,3,0,139,0,10,2008,WD ,0.0,2.0
2031,237000,60,RL,75.0,9473,Pave,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,804.0,1,324.0,1128.0,GasA,5,Y,5,1128,903,3,1,4,7,8,1,4,Attchd,2002.0,2,2.0,577.0,3,3,3,0,211,0,3,2008,WD ,1.0,2.5
845,84000,20,RL,62.0,11500,Pave,3,Lvl,4,CulDSac,3,Edwards,Norm,Norm,1Fam,1Story,4,3,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,Slab,0,0,0,0,0.0,0,0.0,0.0,GasA,5,N,5,845,0,3,1,3,5,8,0,0,Detchd,1957.0,1,1.0,290.0,3,3,1,186,0,0,1,2009,WD ,0.0,1.0
1448,238500,20,FV,75.0,7500,Pave,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,238.0,4,3,PConc,4,3,1,6,24.0,1,1348.0,1372.0,GasA,5,Y,5,1448,0,2,1,4,6,8,1,4,Attchd,2006.0,2,2.0,692.0,3,3,3,0,140,0,6,2009,WD ,0.0,2.0
1436,141500,70,RL,53.0,6720,Pave,4,Lvl,4,Inside,3,Crawfor,Norm,Norm,1Fam,2Story,6,7,1921,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,585.0,585.0,GasA,3,N,5,851,585,3,1,3,7,8,1,4,Detchd,1992.0,1,1.0,228.0,3,3,3,184,0,0,4,2007,CWD,0.0,1.0
1445,138500,50,RL,82.0,14235,Pave,3,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,1.5Fin,6,8,1900,1993,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,PConc,2,4,1,1,0.0,1,676.0,676.0,GasA,3,Y,5,831,614,3,1,3,6,8,0,0,Detchd,1957.0,1,2.0,484.0,3,3,1,0,59,0,3,2010,WD ,0.0,2.0
1416,139900,50,RM,50.0,6000,Pave,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,300.0,1,480.0,780.0,GasA,3,Y,5,780,636,3,1,3,6,8,0,0,Detchd,1948.0,1,1.0,312.0,3,3,2,221,0,0,3,2010,WD ,0.0,1.5
1516,167000,20,RL,100.0,10004,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,3,3,CBlock,3,3,1,3,196.0,4,975.0,1516.0,GasA,3,Y,5,1516,0,3,1,3,6,8,0,0,Attchd,1964.0,2,2.0,472.0,3,3,3,0,0,0,2,2009,WD ,0.0,1.5
1299,183500,85,RL,77.0,12150,Pave,3,Bnk,4,CulDSac,3,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1979,1979,Gable,CompShg,HdBoard,Wd Shng,None,0.0,3,3,CBlock,4,3,3,6,1001.0,1,0.0,1001.0,GasA,3,Y,5,1299,0,2,1,4,5,8,1,1,BuiltIn,1979.0,2,2.0,486.0,3,3,3,84,0,3,1,2007,WD ,1.0,2.0
2198,250000,60,RL,84.0,14260,Pave,3,Lvl,4,FR2,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,4,3,PConc,4,3,3,6,655.0,1,490.0,1145.0,GasA,5,Y,5,1145,1053,4,1,4,9,8,1,3,Attchd,2000.0,2,3.0,836.0,3,3,3,192,84,0,12,2008,WD ,1.0,2.5
1357,177000,80,RL,124.0,11512,Pave,3,Lvl,4,Corner,3,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,3,3,CBlock,3,3,3,5,719.0,1,300.0,1019.0,GasA,4,Y,5,1357,0,2,1,5,5,8,1,4,Basment,1959.0,2,1.0,312.0,3,3,3,0,0,4,5,2008,WD ,1.0,1.0
864,127000,20,RL,60.0,7200,Pave,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,671.0,1,193.0,864.0,GasA,4,Y,5,864,0,3,1,5,5,8,0,0,Detchd,1977.0,3,2.0,576.0,4,5,3,155,0,0,9,2007,WD ,1.0,1.0
1020,165000,80,RL,65.0,14149,Pave,3,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1964,2001,Hip,CompShg,HdBoard,HdBoard,BrkFace,50.0,4,4,CBlock,3,3,4,2,68.0,4,190.0,980.0,GasA,3,Y,5,1020,0,3,1,3,5,8,1,1,Detchd,1970.0,1,2.0,528.0,3,3,3,0,0,0,5,2007,WD ,0.5,2.0
2263,287000,60,RL,80.0,9240,Pave,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,396.0,4,3,PConc,4,3,1,1,0.0,1,1055.0,1055.0,GasA,5,Y,5,1055,1208,3,1,4,7,8,1,3,BuiltIn,2001.0,3,2.0,905.0,3,3,3,0,45,0,9,2008,WD ,0.0,2.5
2365,337000,60,RL,82.0,9430,Pave,4,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,4,3,PConc,4,3,2,6,1163.0,1,89.0,1252.0,GasA,5,Y,5,1268,1097,3,1,4,8,8,1,4,Attchd,1999.0,2,3.0,856.0,3,3,3,0,128,0,7,2009,WD ,1.0,2.5
1685,253000,20,FV,100.0,11824,Pave,3,Lvl,4,Corner,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,4,3,PConc,4,3,3,1,0.0,1,1685.0,1685.0,GasA,5,Y,5,1685,0,2,1,4,5,8,1,4,Attchd,2006.0,3,3.0,658.0,3,3,3,112,63,0,4,2007,WD ,0.0,2.0
