GrLivArea,SalePrice,MSZoning,LotFrontage,LotArea,Alley,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal
2084,233000,RL,70.0,10142,,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656.0,Unf,0.0,300.0,956.0,GasA,Ex,Y,SBrkr,956,1128,0,1.0,0.0,2,1,4,1,Gd,8,Typ,0,,BuiltIn,RFn,2.0,TA,TA,Y,0,45,0,0,0,0,,,,0
1501,176500,FV,96.0,2280,Pave,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,342.0,TA,TA,PConc,Gd,TA,No,GLQ,565.0,Unf,0.0,179.0,744.0,GasA,Gd,Y,SBrkr,757,744,0,1.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Detchd,Unf,2.0,TA,TA,Y,0,0,0,0,0,0,,,,0
1682,200500,RL,60.0,8750,,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Gd,TA,No,GLQ,505.0,Unf,0.0,299.0,804.0,GasA,Ex,Y,SBrkr,804,878,0,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,RFn,2.0,TA,TA,Y,0,77,0,0,0,0,,,,0
2009,235000,RL,59.0,19950,,AllPub,Corner,Edwards,Norm,Norm,1Fam,2Story,6,7,1928,1950,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Ex,Y,SBrkr,1337,672,0,0.0,0.0,2,0,4,1,TA,8,Typ,2,Gd,2Types,Unf,3.0,TA,TA,P,0,42,0,0,180,0,,,,0
1214,140000,RL,34.0,9170,,AllPub,Corner,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,698.0,GLQ,96.0,420.0,1214.0,GasA,Ex,Y,SBrkr,1214,0,0,1.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,Unf,2.0,Fa,Fa,Y,0,0,184,0,0,0,,GdPrv,Shed,400
1280,191500,RL,76.0,5005,,AllPub,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,263.0,Unf,0.0,1017.0,1280.0,GasA,Ex,Y,SBrkr,1280,0,0,0.0,0.0,2,0,2,1,Gd,5,Typ,0,,Attchd,RFn,2.0,TA,TA,Y,0,82,0,0,144,0,,,,0
1993,190000,RL,57.0,14803,,AllPub,CulDSac,NWAmes,Norm,Norm,1Fam,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,Rec,416.0,Unf,0.0,409.0,825.0,GasA,Gd,Y,SBrkr,1097,896,0,0.0,0.0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,0,66,0,0,0,0,,GdWo,,0
1824,302000,RL,40.0,115149,,AllPub,CulDSac,ClearCr,Norm,Norm,1Fam,1Story,7,5,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,351.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,1219.0,Unf,0.0,424.0,1643.0,GasA,TA,Y,SBrkr,1824,0,0,1.0,0.0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,Unf,2.0,TA,TA,Y,380,48,0,0,0,0,,,,0
1141,158000,RL,68.0,9600,,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,5,7,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,140.0,TA,TA,PConc,TA,TA,Av,ALQ,602.0,Rec,402.0,137.0,1141.0,GasA,Gd,Y,SBrkr,1141,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,Unf,1.0,TA,TA,Y,0,78,0,0,0,0,,,,0
1710,187000,RL,24.0,9291,,AllPub,Corner,SawyerW,RRNe,Norm,1Fam,2Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,426.0,Unf,0.0,406.0,832.0,GasA,Ex,Y,SBrkr,832,878,0,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,RFn,2.0,TA,TA,Y,144,70,0,0,0,0,,,,0
1223,149900,FV,85.0,2544,Pave,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,520,623,80,0.0,0.0,2,1,2,1,Gd,4,Typ,0,,Detchd,RFn,2.0,TA,TA,Y,0,166,0,0,0,0,,,,0
1656,119164,RM,75.0,7628,,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1940,1985,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,801.0,801.0,GasA,Gd,Y,FuseA,1095,561,0,0.0,0.0,2,0,2,1,TA,8,Mod,0,,Detchd,Unf,2.0,TA,TA,Y,187,0,0,0,0,0,,,,0
1846,143000,RL,82.0,10496,,AllPub,Inside,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,TA,CBlock,TA,TA,Mn,Rec,196.0,Unf,0.0,844.0,1040.0,GasA,Ex,Y,SBrkr,1168,678,0,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,Unf,1.0,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0
1143,138000,RL,45.0,7111,,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1Story,5,7,1928,1983,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,LwQ,406.0,BLQ,273.0,329.0,1008.0,GasA,TA,Y,SBrkr,1143,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,1,Po,Detchd,Unf,1.0,TA,TA,Y,265,0,0,0,0,0,,GdPrv,,0
1586,170000,FV,50.0,2645,Pave,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,466.0,Gd,TA,PConc,Gd,TA,No,GLQ,612.0,Unf,0.0,348.0,960.0,GasA,Ex,Y,SBrkr,962,624,0,1.0,0.0,2,1,3,1,Gd,7,Typ,0,,Detchd,Unf,2.0,TA,TA,Y,169,0,0,0,0,0,,,,0
1664,100000,RL,70.0,9825,,AllPub,Inside,Edwards,Norm,Norm,Duplex,1Story,5,5,1965,1965,Hip,CompShg,AsphShn,AsphShn,None,0.0,TA,TA,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,TA,N,SBrkr,1664,0,0,0.0,0.0,2,0,4,2,TA,8,Typ,0,,,,0.0,,,Y,0,0,0,0,0,0,,,,0
1060,154000,RL,60.0,8246,,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968,2001,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,188.0,ALQ,668.0,204.0,1060.0,GasA,Ex,Y,SBrkr,1060,0,0,1.0,0.0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,Unf,1.0,TA,TA,Y,406,90,0,0,0,0,,MnPrv,,0
1950,239000,FV,70.0,7399,Pave,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,Gd,TA,PConc,Gd,TA,No,BLQ,649.0,Unf,0.0,326.0,975.0,GasA,Ex,Y,SBrkr,975,975,0,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Detchd,RFn,2.0,TA,TA,Y,0,10,0,0,198,0,,,,0
1092,90500,RM,60.0,1936,,AllPub,Inside,MeadowV,Norm,Norm,Twnhs,2Story,4,7,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,546.0,546.0,GasA,Gd,Y,SBrkr,546,546,0,0.0,0.0,1,1,3,1,TA,5,Typ,0,,,,0.0,,,Y,0,0,0,0,0,0,,,,0
925,135000,RL,81.0,8125,,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,2005,Hip,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,260.0,Rec,456.0,196.0,912.0,GasA,Ex,Y,SBrkr,925,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,Unf,2.0,TA,TA,Y,233,0,0,0,0,0,,,,0
1839,155000,RL,63.0,7700,,AllPub,Inside,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,756.0,756.0,GasA,TA,Y,SBrkr,1051,788,0,0.0,0.0,1,1,4,1,TA,7,Typ,1,TA,Attchd,Unf,2.0,TA,TA,Y,0,124,216,0,0,0,,,,0
1494,221000,RL,60.0,12803,,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,99.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,922.0,Unf,0.0,572.0,1494.0,GasA,Ex,Y,SBrkr,1494,0,0,1.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,192,36,0,0,0,0,,,,0
2288,230000,RL,80.0,13774,,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,7,7,1977,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,283.0,TA,Gd,PConc,Gd,TA,No,GLQ,432.0,Unf,0.0,476.0,908.0,GasA,Ex,Y,SBrkr,1316,972,0,0.0,0.0,1,2,4,1,Gd,8,Typ,2,TA,Attchd,RFn,2.0,TA,TA,Y,321,72,0,0,156,0,,,,0
1196,144000,RL,71.0,10044,,AllPub,CulDSac,Edwards,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1070.0,Unf,0.0,126.0,1196.0,GasA,TA,Y,SBrkr,1196,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,RFn,1.0,TA,TA,Y,257,0,168,0,0,0,,MnPrv,,0
1390,207000,RL,118.0,8810,,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1000.0,Unf,0.0,390.0,1390.0,GasA,Ex,Y,SBrkr,1390,0,0,1.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,RFn,2.0,TA,TA,Y,0,68,0,0,0,0,,,,0
1464,129000,RM,107.0,9900,,AllPub,Corner,OldTown,Norm,Norm,1Fam,2Story,5,8,1910,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,504.0,504.0,GasA,Ex,Y,SBrkr,764,700,0,0.0,0.0,2,0,3,1,TA,7,Typ,0,,,,0.0,,,N,0,0,176,0,0,0,,,,0
2461,197600,RL,90.0,9724,,AllPub,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,5,7,1952,2002,Gable,CompShg,MetalSd,MetalSd,BrkFace,265.0,Gd,TA,CBlock,TA,TA,No,LwQ,670.0,Unf,0.0,470.0,1140.0,GasA,Gd,Y,SBrkr,1929,532,0,0.0,0.0,2,0,3,1,TA,7,Min2,2,Gd,Detchd,Unf,2.0,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0
1924,280000,RL,60.0,12011,,AllPub,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530.0,Gd,TA,PConc,Gd,TA,Av,GLQ,956.0,Unf,0.0,130.0,1086.0,GasA,Ex,Y,SBrkr,1086,838,0,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,208,75,0,0,374,0,,,,0
1652,203135,RL,70.0,19645,,AllPub,FR2,Crawfor,Norm,Norm,1Fam,SLvl,7,6,1994,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,44.0,TA,TA,PConc,Gd,TA,No,GLQ,343.0,Unf,0.0,80.0,423.0,GasA,Ex,Y,SBrkr,896,756,0,1.0,0.0,2,1,3,1,Gd,6,Typ,0,,BuiltIn,RFn,2.0,TA,TA,Y,0,0,0,0,0,0,,,,0
1191,162500,RM,113.0,3907,,AllPub,Inside,Blueste,Norm,Norm,TwnhsE,1Story,8,5,1989,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,76.0,Unf,0.0,1115.0,1191.0,GasA,Gd,Y,SBrkr,1191,0,0,0.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,Unf,2.0,TA,TA,Y,112,81,0,0,0,0,,,,0
1014,98000,RL,68.0,7785,,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1014,0,0,0.0,0.0,1,0,2,1,TA,6,Typ,0,,Attchd,RFn,1.0,TA,TA,Y,0,0,40,0,200,0,,GdWo,,0
1865,235000,RL,80.0,10316,,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,735.0,Unf,0.0,257.0,992.0,GasA,Ex,Y,SBrkr,992,873,0,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,RFn,3.0,TA,TA,Y,0,184,0,0,0,0,,,,0
1762,157000,RM,80.0,7200,,AllPub,Corner,OldTown,Norm,Norm,1Fam,2Story,7,7,1920,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,596.0,596.0,GasA,Ex,Y,SBrkr,998,764,0,1.0,0.0,1,1,4,1,Gd,8,Typ,0,,Detchd,Unf,2.0,TA,TA,N,36,0,221,0,0,0,,,,0
1456,143000,RL,80.0,2308,,AllPub,FR2,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,286.0,LwQ,294.0,275.0,855.0,GasA,Gd,Y,SBrkr,855,601,0,0.0,0.0,2,1,4,1,TA,7,Typ,0,,Attchd,RFn,2.0,TA,TA,Y,0,0,0,0,0,0,,,,0
2009,150000,RM,75.0,6240,,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,7,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Rec,300.0,LwQ,240.0,449.0,989.0,GasA,TA,Y,SBrkr,1245,764,0,0.0,0.0,2,0,4,1,TA,7,Min2,1,Gd,Detchd,Unf,2.0,TA,TA,Y,0,20,0,0,0,0,,MnPrv,,0
2322,225000,RL,32.0,12460,,AllPub,FR2,Gilbert,RRAn,Norm,1Fam,2Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,870.0,Unf,0.0,167.0,1037.0,GasA,Ex,Y,SBrkr,1037,1285,0,0.0,0.0,2,1,4,1,TA,8,Typ,1,TA,BuiltIn,Fin,2.0,TA,TA,Y,144,44,0,0,0,0,,,,0
954,119750,RL,52.0,6305,,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1Story,5,7,1938,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,Fa,No,Unf,0.0,Unf,0.0,920.0,920.0,GasA,Ex,Y,SBrkr,954,0,0,0.0,0.0,1,0,2,1,Fa,5,Typ,1,Gd,Basment,Unf,1.0,Fa,TA,Y,0,0,0,0,0,0,,MnPrv,,0
2037,229000,RL,74.0,10541,,AllPub,Corner,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Ex,Y,SBrkr,1302,735,0,0.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,100,33,0,0,0,0,,,,0
1261,163000,RL,72.0,9120,,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,662.0,Unf,0.0,599.0,1261.0,GasA,Ex,Y,SBrkr,1261,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,0,0,0,0,288,0,,,Shed,1400
1187,160000,RL,60.0,9556,,AllPub,Corner,Gilbert,Norm,Norm,1Fam,1Story,7,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,52.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1168.0,1168.0,GasA,Gd,Y,SBrkr,1187,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,RFn,2.0,TA,TA,Y,0,21,0,0,0,0,,,,0
1476,173500,RL,72.0,8633,,AllPub,FR2,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,193.0,Unf,0.0,545.0,738.0,GasA,Ex,Y,SBrkr,738,738,0,1.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,Fin,2.0,TA,TA,Y,100,35,0,0,0,0,,,,0
1109,139000,RL,73.0,10500,,AllPub,FR2,NAmes,Norm,Norm,1Fam,SLvl,5,7,1971,2005,Gambrel,CompShg,MetalSd,AsphShn,BrkFace,82.0,TA,TA,CBlock,TA,TA,Av,ALQ,349.0,Unf,0.0,23.0,372.0,GasA,TA,Y,SBrkr,576,533,0,0.0,1.0,1,0,3,1,TA,5,Typ,0,,BuiltIn,Unf,1.0,TA,TA,Y,35,0,0,0,0,0,,GdWo,,0
1253,157000,RL,88.0,10920,,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,MetalSd,MetalSd,BrkFace,212.0,TA,TA,CBlock,TA,TA,No,BLQ,733.0,Unf,0.0,520.0,1253.0,GasA,TA,Y,SBrkr,1253,0,0,1.0,0.0,1,1,2,1,TA,5,Typ,1,Fa,Attchd,RFn,1.0,TA,TA,Y,0,213,176,0,0,0,,GdWo,,0
2551,384500,RL,81.0,12191,,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,515.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1181.0,Unf,0.0,598.0,1779.0,GasA,Ex,Y,SBrkr,1779,772,0,1.0,0.0,2,1,4,1,Gd,8,Typ,2,TA,Attchd,Fin,3.0,TA,TA,Y,76,61,0,0,0,0,,,,0
2233,141000,RL,130.0,9555,,AllPub,CulDSac,Edwards,Norm,Norm,Duplex,2Story,5,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1100,1133,0,0.0,0.0,2,1,5,2,TA,11,Typ,0,,Attchd,Fin,2.0,TA,Gd,Y,0,0,0,0,0,0,,,,0
1482,140000,RH,51.0,12155,,AllPub,Inside,SWISU,Norm,Norm,1Fam,2Story,6,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,156.0,Unf,0.0,516.0,672.0,GasA,TA,N,SBrkr,810,672,0,0.0,0.0,2,0,4,1,Fa,7,Typ,0,,Detchd,Unf,1.0,TA,TA,P,0,0,254,0,0,0,,,,0
2687,270000,RL,74.0,13108,,AllPub,Inside,StoneBr,Norm,Norm,1Fam,2Story,8,5,1994,1994,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,2062.0,2062.0,GasA,Ex,Y,SBrkr,2079,608,0,0.0,0.0,2,1,4,1,Gd,9,Typ,0,,Attchd,Fin,2.0,TA,TA,Y,168,12,0,0,0,0,,,,0
1358,220000,RL,62.0,11088,,AllPub,Corner,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,Stucco,Stucco,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,872.0,Unf,0.0,476.0,1348.0,GasA,Ex,Y,SBrkr,1358,0,0,1.0,0.0,1,1,1,1,Gd,5,Typ,1,TA,Attchd,Unf,2.0,TA,TA,Y,68,166,0,0,0,0,,,,0
1944,360000,RL,73.0,12378,,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274.0,Unf,0.0,622.0,1896.0,GasA,Ex,Y,SBrkr,1944,0,0,1.0,0.0,2,0,3,1,Ex,8,Typ,3,Ex,Attchd,Fin,3.0,TA,TA,Y,208,175,0,0,0,0,,,,0
1452,156000,FV,120.0,3768,,AllPub,FR2,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,549.0,Unf,0.0,142.0,691.0,GasA,Ex,Y,SBrkr,713,739,0,1.0,0.0,2,1,3,1,Gd,6,Typ,0,,Detchd,Unf,2.0,TA,TA,Y,0,34,0,0,0,0,,,,0
1796,211000,RL,65.0,9531,,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,706.0,Unf,0.0,88.0,794.0,GasA,Ex,Y,SBrkr,882,914,0,1.0,0.0,2,1,3,1,TA,7,Typ,0,,Attchd,RFn,2.0,TA,TA,Y,0,36,0,0,0,0,,MnPrv,,0
980,135500,RL,115.0,9750,,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Av,ALQ,400.0,Rec,480.0,100.0,980.0,GasA,Gd,Y,SBrkr,980,0,0,0.0,0.0,2,0,3,1,TA,6,Typ,0,,Attchd,Fin,1.0,TA,TA,Y,68,0,0,0,0,0,,,,0
3228,430000,RL,53.0,12692,,AllPub,Inside,NoRidge,Norm,Norm,1Fam,1Story,8,5,1992,1993,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1231.0,Unf,0.0,1969.0,3200.0,GasA,Ex,Y,SBrkr,3228,0,0,1.0,0.0,3,0,4,1,Gd,10,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,264,75,291,0,0,0,,,,0
3078,410000,RL,66.0,10557,,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,9,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,422.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,672.0,Unf,0.0,736.0,1408.0,GasA,Ex,Y,SBrkr,1671,1407,0,1.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,Fin,3.0,TA,TA,Y,108,87,0,0,0,0,,,,0
825,125000,RM,89.0,8235,,AllPub,Inside,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1955,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,LwQ,180.0,Rec,645.0,0.0,825.0,GasA,TA,Y,SBrkr,825,0,0,1.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,RFn,2.0,TA,TA,Y,140,50,0,0,0,0,,MnPrv,,0
1408,171500,RL,60.0,7023,,AllPub,Inside,Edwards,Norm,Norm,1Fam,2Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,Gd,No,GLQ,611.0,Unf,0.0,123.0,734.0,GasA,Gd,Y,SBrkr,734,674,0,1.0,0.0,2,1,3,1,TA,6,Typ,0,,BuiltIn,Fin,2.0,TA,TA,Y,0,85,0,0,0,0,,,,0
1658,188000,RL,50.0,8000,,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,219.0,Unf,0.0,554.0,773.0,GasA,Gd,Y,SBrkr,773,885,0,1.0,0.0,2,1,3,1,TA,8,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,224,84,0,0,0,0,,,,0
2262,305000,RL,77.0,12244,,AllPub,Inside,Timber,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,Stone,226.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,871.0,Unf,0.0,611.0,1482.0,GasA,Ex,Y,SBrkr,1482,780,0,1.0,0.0,2,1,4,1,Gd,10,Typ,2,Gd,Attchd,Fin,3.0,TA,TA,Y,168,0,0,0,0,0,,,,0
1556,119000,RL,58.0,8512,,AllPub,Corner,NAmes,Norm,Norm,Duplex,1Story,5,5,1960,1960,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,1556.0,1556.0,GasA,TA,Y,SBrkr,1556,0,0,0.0,0.0,2,0,4,2,TA,8,Typ,0,,,,0.0,,,Y,0,0,0,0,0,0,,,,0
